tag,category,implications
reverse_stand_and_carry_position,101,standing_sex
revolver,100,handgun
rexouium,5,mammal
rhinoceros,5,mammal
rhydon,5,pokemon_(species)
rib_cage,103,
ribbon_bondage,105,bondage ribbons
ribbons,100,
ribbons_(anatomy),103,
ribs,103,
richard_watterson,4,
ridged_penis,103,penis
ridiculous_fit,108,penetration
riding,101,
riding_crop,105,whip
ridley,4,
rifle,100,gun
rigby_(regular_show),4,
right_to_left,7,
rika_nonaka,4,
rillaboom,5,pokemon_(species)
rimming,105,anal oral sex
ring,100,
ring-tailed_cat,5,bassariscus
ring-tailed_lemur,5,lemur
ring_(jewelry),100,jewelry ring
ring_(marking),100,markings
ring_gag,105,gag
ring_piercing,100,piercing ring
ringed_eyes,103,
ringed_tail,103,ring_(marking) striped_tail
riolu,5,pokemon_(species)
rip_(psy101),4,
rita_(jungledyret),4,
rito,5,avian
ritual,101,
river,107,
river_otter,5,otter
rivet_(ratchet_and_clank),4,
road,107,
roadrunner,5,bird
robe,100,clothing
robin_hood,4,
robot,5,machine
robot_humanoid,5,humanoid robot
robotic_arm,103,
rock,100,
rock_creature,5,mineral_fauna rock
rocket_raccoon,4,
rocko_rama,4,
rockruff,5,pokemon_(species)
rocky_rickaby,4,
rodent,5,mammal
rodent_humanoid,5,mammal_humanoid rodent
roflfox,4,
role-playing_game,7,
roleplay,105,
roller_skates,100,footwear
romantic,108,
romantic_couple,108,romantic
rope,105,
rope_bondage,105,bondage restraints rope
rope_harness,105,rope_bondage
rory_(ceehaz),4,
rosa_(gvh),4,
rosa_(pokemon),4,
rosalina_(mario),4,
rose_(flower),100,flower
rose_(mlp),4,friendship_is_magic
roserade,5,pokemon_(species)
rosie_(animal_crossing),4,animal_crossing
roswell_grey,5,alien_humanoid
rosy_cheeks,103,
rotom,5,pokemon_(species)
rottweiler,5,mastiff
rouge_the_bat,4,
rough_collie,5,collie
rough_sex,101,sex
round_glasses,100,glasses
rover_(animal_crossing),4,animal_crossing
rowlet,5,pokemon_(species)
roxanne_rover,4,
roxanne_wolf,4,five_nights_at_freddy's
roy_koopa,4,koopaling
royal_guard_(mlp),4,friendship_is_magic
royalty,111,
rubber_clothing,105,
rubber_duck,100,
rubbing,101,
rudolph_the_red-nosed_reindeer,4,
rug,100,
ruins,107,
ruins_style_lucario,4,holowear_(pokemon)
rumble_(lol),4,
rumble_(mlp),4,friendship_is_magic
rumbling_stomach,110,sound_effects
rumi_usagiyama,4,
runaboo_chica,4,
rune_(wooled),4,
runes,110,
running,101,
running_makeup,108,makeup
running_mascara,108,mascara running_makeup
ruri_tsukiyono,4,
russian,110,
russian_text,7,text
rusty_trombone,105,handjob reach_around rimming
ryekie_(live_a_hero),4,
ryona,106,
saber-toothed_tiger,5,felid
sabertooth_(anatomy),103,fangs
sable_(marten),5,marten
sable_able,4,animal_crossing
sableye,5,pokemon_(species)
sack,103,
sackless,103,
sad,108,
saddle,100,
safe,7,
safe_sex,101,sex
safe_vore,105,vore
sagging_breasts,103,breasts
saggy_balls,103,balls
saint_bernard,5,molosser mountain_dog
saiyan,5,
salamander,5,amphibian
salamence,5,pokemon_(species)
salandit,5,pokemon_(species)
salazzle,5,pokemon_(species)
saliva,104,bodily_fluids
saliva_drip,104,dripping saliva
saliva_on_anus,104,anus saliva
saliva_on_face,104,saliva
saliva_on_penis,104,penis saliva
saliva_on_tongue,104,saliva tongue
saliva_string,104,saliva
sallie_may_(helluva_boss),4,
sally_acorn,4,
salmonid_(fish),5,fish
salmonid_(splatoon),5,fish
saluki,5,sighthound
salute,101,gesture
same_size_vore,105,vore
samoyed,5,nordic_sled_dog
samuel_dog,4,
samurott,5,pokemon_(species)
samus_aran,4,
sand,107,
sandals,100,shoes
sandbar_(mlp),4,friendship_is_magic
sandshrew,5,pokemon_(species)
sandslash,5,pokemon_(species)
sandwich_(food),100,food
sandwich_position,101,group_sex
sandwing_(wof),5,western_dragon
sandy_cheeks,4,
sangheili,5,alien
sans_(undertale),4,
santa_claus,4,christmas
santa_costume,100,costume
santa_hat,100,christmas_headwear hat
sarabi_(the_lion_king),4,
sash_lilac,4,
sasha_(animal_crossing),4,animal_crossing
satyr,5,humanoid split_form
sauna,107,
sauropod,5,dinosaur
savanna,107,
sawyer_(cats_don't_dance),4,
scabbard,100,
scales,103,
scalie,5,
scalie_humanoid,5,animal_humanoid scalie
scar,103,
scar_(the_lion_king),4,
scared,101,
scarf,100,
scarf_only,100,mostly_nude scarf
scars_all_over,103,scar
scatplay,105,feces
scene_(fashion),109,alternative_fashion
scene_haircut,103,hair scene_(fashion)
scent_hound,5,hunting_dog
sceptile,5,pokemon_(species)
school,107,
school_uniform,107,uniform
science_fiction,108,
scientific_instrument,100,
scientist,111,
scissors,100,
sciurid,5,rodent
scolipede,5,pokemon_(species)
scooby-doo,4,
scootaloo_(mlp),4,friendship_is_magic
scorbunny,5,pokemon_(species)
scorpion,5,arachnid
scourge_the_hedgehog,4,
scp-1471-a,4,scp_foundation
scp-682,4,scp_foundation
scp_foundation,3,
scrafty,5,pokemon_(species)
scratches,103,
screaming,101,
screen,100,
screen_face,103,screen
screen_head,5,object_head screen_face
screencap,110,
screencap_background,107,screencap
scroll,100,
scrotal_raphe,103,balls
scrotum_piercing,100,balls genital_piercing
sculpture,100,
scuted_arms,103,scutes
scuted_legs,103,scutes
scutes,103,
scythe,100,polearm
sea,107,water
sea_monster,5,marine
sea_salt,4,
sea_slug,5,marine slug
sea_sponge,5,marine
seal,5,pinniped
seam_(sewing),100,
sean_(senz),4,
seashell,100,shell
seaside,107,
seawing_(wof),5,aquatic_dragon
secretary_bird,5,accipitriform
security,111,
seductive,108,
seedrian,5,flora_fauna
selene_leni,4,
self_bite,101,bite
self_fondle,101,fondling
self_lick,101,licking
selfie,109,
semi-anthro,101,
sensory_deprivation,105,
sentient_penis,103,
sepia,7,monochrome
septum_circular_barbell,100,barbell_piercing septum_piercing
septum_piercing,100,nose_piercing
septum_ring,100,nose_ring septum_piercing
sequence,7,
serafuku,100,japanese_school_uniform
serena_(pokemon),4,
sergal,5,mammal
serpentine,103,
serperior,5,pokemon_(species)
serratus,103,
serval,5,feline
servicing_from_below,108,
servine,5,pokemon_(species)
seth_(tas),4,
severed_body_part,105,
severed_head,105,severed_body_part
seviper,5,pokemon_(species)
sex,101,
sex_in_water,101,partially_submerged sex water
sex_request,101,requesting
sex_slave,101,slave
sex_toy,100,
sex_toy_background,107,sex_toy
sex_toy_in_ass,101,anal_penetration object_in_ass sex_toy_insertion
sex_toy_in_mouth,101,oral_penetration sex_toy_insertion
sex_toy_in_vagina,101,sex_toy_insertion vaginal_penetration
sex_toy_insertion,101,sex_toy
sexercise,101,exercise
sexual_competition,108,competition
sexual_fight,108,sexual_competition
shackles,105,cuff_(restraint)
shaded,7,
shadow,109,
shadow_creature,5,
shadow_face,103,
shadow_lugia,5,lugia
shadow_siren,5,humanoid
shadow_the_hedgehog,4,
shaking,101,
shaking_butt,101,shaking
shallow_penetration,101,penetration
shantae,4,
shark,5,fish
shark_humanoid,5,fish_humanoid shark
shark_tail,103,tail
sharp_teeth,103,teeth
sharpclaw_(star_fox),5,scalie
shaymin,5,pokemon_(species)
sheath,103,animal_genitalia
sheath_cage,105,chastity_cage
sheath_piercing,100,furry-specific_piercing genital_piercing sheath
sheath_play,105,sheath
sheathed_humanoid_penis,101,humanoid_penis hybrid_penis sheath
sheep,5,caprine
sheep_humanoid,5,caprine_humanoid sheep
sheepdog,5,herding_dog
shell,100,
shenzi_(the_lion_king),4,
sheriff_mao_mao_mao,4,
sherri_mayim,4,
shiba_inu,5,spitz
shibeta,4,
shield,100,
shih_tzu,5,toy_dog
shikabane_(aggretsuko),4,aggretsuko
shima_luan,4,
shin_(morenatsu),4,
shining_armor_(mlp),4,friendship_is_magic
shino_(animal_crossing),4,animal_crossing
shino_(tas),4,
shinx,5,pokemon_(species)
shiny_pokemon,5,pokemon_(species)
ship,100,watercraft
shippou_(inuyasha),4,
shiron,4,
shirou_ogami,4,
shirt,100,topwear
shirt_collar,105,
shirt_cuffs,100,
shirt_lift,101,clothing_lift shirt
shirt_only,100,shirt topwear_only
shirt_pull,101,clothing_pull shirt
shirtless,108,
shiver_(splatoon),4,
shocked,108,
shoes,100,footwear
shoes_only,100,footwear_only shoes
shooting,101,
short,103,
short_anthro,101,anthro short
short_hair,103,hair
short_male,106,male short
short_stack,103,
short_tail,103,tail
shortened_sound_effect,110,sound_effect_variant
shorts,100,bottomwear
shorts_down,108,bottomwear_down partially_clothed shorts
shota,106,young
shota_feline_(marimo),4,
shotgun,100,gun
shoulder_bite,103,bite
shoulder_hair,103,
shoulder_pads,103,
shoulder_tattoo,103,arm_tattoo
shoulder_tuft,103,arm_tuft
shoutmon,5,digimon_(species)
shovel,100,tools
shower,107,
shower_head,107,
showering,101,bathing
shrimp,5,crustacean marine
shrub,107,plant
shrug,101,gesture
shrug_(clothing),100,crop_top
shyguy,5,humanoid
siamese,5,domestic_cat
siberian_husky,5,husky
sibling_(lore),8,
sickle,100,
side-tie_bikini,100,side-tie_clothing string_bikini swimwear
side-tie_clothing,100,clothing
side-tie_panties,100,panties side-tie_clothing
side_boob,108,breasts
side_view,109,
sideburns,103,facial_hair
sidewalk,107,
sighthound,5,hunting_dog
sign,100,
signature,7,
silhouette,109,
silly_cat_(mauzymice),4,
silvally,5,pokemon_(species)
silver_fox,5,red_fox
silver_soul,4,
silver_spoon_(mlp),4,friendship_is_magic
silver_the_hedgehog,4,
silverstream_(mlp),4,friendship_is_magic
simba_(the_lion_king),4,
simple_background,107,
simple_eyes,103,
simultaneous_orgasms,108,orgasm
singing,101,
single_strike_style_urshifu,5,pokemon_(species)
sink,100,
siphon_(anatomy),103,
sisu_(ratld),4,
sitting,108,
sitting_on_another,108,
sitting_on_bed,108,on_bed sitting
sitting_on_chair,108,on_chair sitting
sitting_on_lap,108,on_lap
sitting_on_sofa,108,on_sofa sitting
six-stripe_rainbow_pride_colors,110,pride_colors
size_difference,108,
size_play,105,size_difference
size_transformation,105,transformation
skateboard,100,
skaven,5,rodent warhammer_(franchise)
skeleton,111,bone
sketch,7,
sketch_page,7,
skimpy,108,clothed
skimpy_bikini,100,bikini skimpy
skink,5,lizard
skinny,103,
skinny_dipping,101,nude
skinny_female,106,female skinny
skinny_male,106,male skinny
skinsuit,100,tight_clothing
skirt,100,bottomwear
skirt_lift,101,clothing_lift skirt
skitty,5,pokemon_(species)
skull,100,bone
skull_accessory,100,accessory skull
skull_head,103,skull
skull_mask,100,mask skull
skulldog_(species),5,mammal
skunk,5,mephitid
skuntank,5,pokemon_(species)
sky,107,
sky_forme_shaymin,5,shaymin
skye_(paw_patrol),4,
skye_(zootopia),4,zootopia
skylar_fidchell,4,
skyscape,107,sky
skyscraper,107,building
slap,101,
slave,105,
sledge_revorse,4,
sleep_sex,101,sex sleeping
sleeping,108,
sleeves,100,
slightly_chubby,103,
slightly_chubby_anthro,106,anthro slightly_chubby
slightly_chubby_female,106,female slightly_chubby
slightly_chubby_gynomorph,106,gynomorph slightly_chubby_intersex
slightly_chubby_intersex,106,intersex slightly_chubby
slightly_chubby_male,106,male slightly_chubby
slim,103,
slim_anthro,106,anthro slim
slim_male,106,male slim
slim_sub,106,slim submissive
slime,104,
slime_(blob),5,
sling_bikini,100,bikini one-piece_swimsuit
slippers,100,shoes
slippy_toad,4,
slit_penetration,101,penetration slit_play
slit_play,105,genital_slit
slit_pupils,103,
slosh,110,
sloshing_belly,110,slosh
sloth,5,pilosan
sloth_bear,5,ursine
slowpoke,5,pokemon_(species)
slug,5,gastropod
slugcat,5,felid rain_world
slur,110,
slurping,101,sound_effects
sly_cooper,4,
small_balls,103,balls
small_breasts,103,breasts
small_but_hung,106,
small_dom_big_sub,106,size_difference
small_head,103,
small_molosser,5,molosser toy_dog
small_nose,103,
small_penis,103,penis
small_top_big_bottom,103,smaller_on_top
small_waist,103,
smaller_ambiguous,106,ambiguous_gender size_difference
smaller_anthro,106,anthro size_difference
smaller_female,106,female size_difference
smaller_feral,106,feral size_difference
smaller_gynomorph,106,gynomorph smaller_intersex
smaller_human,106,human size_difference
smaller_humanoid,106,humanoid size_difference
smaller_intersex,106,intersex size_difference
smaller_male,106,male size_difference
smaller_on_top,106,size_difference
smaller_penetrated,106,penetration size_difference
smaller_pred,106,size_difference
smartphone,100,cellphone
smeargle,5,pokemon_(species)
smegma,104,
smelly,104,
smelly_feet,105,feet smelly
smile,101,
smiling_at_another,101,smile
smiling_at_viewer,101,smile
smilodon,5,saber-toothed_tiger
smirk,108,smile
smoke,104,
smoking,101,
smoking_cigarette,101,cigarette smoking
smoking_pipe,101,
smolder_(mlp),4,friendship_is_magic
smothering,105,
smug,108,
smug_grin,101,grin smug
snaggle_tooth,103,teeth
snail,5,gastropod
snails_(mlp),4,friendship_is_magic
snake,5,reptile
snake_hood,100,
snake_humanoid,5,reptile_humanoid snake
snakebite_piercing,100,lip_piercing
sneakers,100,shoes
sneasel,5,pokemon_(species)
sneasler,5,pokemon_(species)
sniffing,101,
sniffing_clothes,105,clothing sniffing
sniper_rifle,100,rifle
snivy,5,pokemon_(species)
snorlax,5,pokemon_(species)
snout,103,
snout_fuck,103,oral sex
snout_growth,103,growth snout
snow,107,
snow_leopard,5,pantherine
snowflake,107,
snowing,107,snow
snowman,100,
snowy_owl,5,horned_owl
snuff,105,
soap,100,
soarin_(mlp),4,wonderbolts_(mlp)
sobble,5,pokemon_(species)
soccer_ball,100,ball
socks,100,footwear
socks_(marking),100,leg_markings
socks_only,100,footwear_only socks
soda,100,beverage
sofa,107,furniture
soft_vore,105,vore
soiled_diaper,105,used_diaper
soiling,105,feces
soiling_diaper,105,pooping soiled_diaper soiling
solar_flare_(pvz),4,
solarian,5,feline
soldier,111,military warrior
soles,103,feet
solgaleo,5,pokemon_(species)
solo,106,
solo_focus,108,
sonic_the_hedgehog,4,
sonic_the_werehog,4,
sora_(kingdom_hearts),4,
soraka,4,
sound_effect_variant,110,sound_effects
sound_effects,110,
space,107,
space_dragon_(metroid),5,dragon
spacecraft,100,vehicle
spacesuit,100,
spade_tail,103,tail
spades_(suit),110,suit_symbol
spandex,100,tight_clothing
spandex_shorts,100,spandex tight_shorts
spaniel,5,bird_dog
spanish_text,7,text
spank_marks,105,
spanking,105,butt_slap
sparklefur,103,
sparkles,110,
sparkling_eyes,103,sparkles
speaker,100,electronics
spear,100,polearm
species_transformation,105,transformation
speech_bubble,110,
speed_bump_position,101,prone_bone_position
speedo,100,swimwear
sperm_cell,110,
sphere_creature,5,
sphynx_(cat),5,hairless_cat
spider,5,arachnid
spider-man_(character),4,
spider_humanoid,5,arachnid_humanoid spider
spider_taur,5,arthropod_taur spider
spider_web,107,
spike_(mlp),4,friendship_is_magic
spiked_armband,100,armband spikes
spiked_bracelet,100,bracelet spikes
spiked_collar,105,collar spikes
spiked_penis,103,penis spikes_(anatomy)
spiked_shell,103,shell spikes_(anatomy)
spiked_tail,103,spikes_(anatomy) tail
spikes,103,
spikes_(anatomy),103,spikes
spiky_hair,103,hair
spinda,5,pokemon_(species)
spine,103,
spinel_(sepiruth),4,
spines,103,
spinosaurid,5,theropod
spinosaurus,5,spinosaurid
spiral,110,
spiral_eyes,110,spiral
spirit,5,
spitey,4,
spitfire_(mlp),4,wonderbolts_(mlp)
spitroast,108,fellatio
spitz,5,domestic_dog
spix's_macaw,5,macaw
splash,110,
split_form,103,
splits,108,flexible spread_legs
spongebob_squarepants_(character),4,
sponty,4,
spoon,100,cutlery
spoon_position,101,from_behind_position
sport,108,
sports_bra,100,bra
sports_mask,100,mask sportswear
sportswear,100,
spot_(arknights),4,
spot_color,7,
spotlight,109,
spots,103,
spotted_body,103,markings spots
spotted_fur,103,fur spotted_body
spotted_hyena,5,hyena
spotted_scales,103,scales spotted_body
spotted_skin,103,spotted_body
spotted_tail,103,spots tail_markings
spread_anus,108,anus spreading
spread_butt,108,butt spreading
spread_eagle,105,
spread_legs,108,spreading
spread_toes,108,toes
spread_vulva,108,spreading vulva
spread_wings,108,wings
spreader_bar,107,restraints
spreading,101,
sprigatito,5,pokemon_(species)
springtrap_(fnaf),4,five_nights_at_freddy's
spyro,4,spyro_the_dragon
spyro_the_dragon,3,
square_crossover,108,
squeezing,101,
squid,5,decapodiform
squid_humanoid,5,cephalopod_humanoid squid
squid_sisters_(splatoon),4,
squidward_tentacles,4,
squirrel_girl_(marvel),4,
squirtle,5,pokemon_(species)
squish,108,
stable,107,
staff,100,
stage,107,
stairs,100,
stand_(jjba),5,
stand_and_carry_position,101,standing_sex
standing,108,
standing_doggystyle,108,from_behind_position standing
standing_sex,101,sex standing
star,110,
star_(marking),103,markings
star_eyes,110,
star_polygon,110,
starfish,5,echinoderm
starlight_glimmer_(mlp),4,friendship_is_magic
starry_sky,107,sky star
statue,100,sculpture
stealth_sex,101,sex
steam,104,
steele_(balto),4,
stegosaurus,5,thyreophoran
stella_(gvh_beta),4,
stella_(helluva_boss),4,
stepped_on,108,
stick,100,
sticker,100,
sticks_the_jungle_badger,4,
stinger,103,
stingray,5,fish
stink_fumes,104,smelly
stink_lines,104,stink_fumes
stirrup_legwear,100,legwear
stirrup_socks,100,socks
stirrup_stockings,100,stirrup_legwear stockings
stitch_(lilo_and_stitch),4,
stitch_(sewing),100,
stoat,5,weasel
stockings,100,legwear
stocks,110,restraints
stocky,103,
stolas_(helluva_boss),4,
stomach,103,
stomach_acid,104,bodily_fluids
stomach_hair,103,body_hair
stomping,101,
stone_wall,107,wall_(structure)
stool,100,furniture
store,107,
storm,107,
straddling,101,
straight_hair,103,hair
straight_legs,103,
straining,101,
straitjacket,105,restraints
strapon,105,
strapon_sex,101,strapon toying_partner
straps,100,
straw_hat,100,hat
strawberry,100,fruit
street,107,
street_lamp,107,
stretch_marks,103,
stretching,101,
striker_(helluva_boss),4,
string_bikini,100,bikini
string_instrument,100,musical_instrument
string_lights,100,lights
strip_club,107,
stripe_heeler,4,bluey_(series)
striped_arms,103,markings stripes
striped_armwear,100,armwear striped_clothing
striped_background,107,pattern_background
striped_body,103,stripes
striped_bottomwear,100,pattern_bottomwear striped_clothing
striped_clothing,100,pattern_clothing stripes
striped_face,103,facial_markings stripes
striped_fur,103,fur striped_body
striped_hyena,5,hyena
striped_legs,103,markings stripes
striped_legwear,100,pattern_legwear striped_clothing
striped_panties,100,pattern_panties striped_bottomwear striped_underwear
striped_penis,103,penis stripes
striped_scales,103,scales striped_body
striped_shirt,100,pattern_shirt striped_topwear
striped_skin,103,striped_body
striped_skunk,5,skunk
striped_socks,100,pattern_footwear pattern_legwear socks striped_clothing
striped_stockings,100,stockings striped_legwear
striped_tail,103,stripes tail_markings
striped_thigh_highs,100,pattern_thigh_highs striped_legwear
striped_thigh_socks,100,striped_socks striped_thigh_highs thigh_socks
striped_topwear,100,pattern_topwear striped_clothing
striped_underwear,100,pattern_underwear striped_clothing
stripes,103,
stripper,111,
stripper_pole,100,pole
struggling,101,
struggling_prey,108,struggling unwilling_prey
stubble,103,facial_hair
stuck,108,
stud_piercing,100,jewelry
studded_collar,105,collar
student,111,
stuffing,101,
stuttering,110,
submachine_gun,100,gun
submissive,105,
submissive_anthro,106,anthro submissive
submissive_female,106,female submissive
submissive_gynomorph,106,gynomorph submissive_intersex
submissive_human,106,human submissive
submissive_intersex,106,intersex submissive
submissive_male,106,male submissive
submissive_pov,108,first_person_view submissive
subscribestar_logo,110,logo
substance_intoxication,108,
succubus,5,
sucking,101,
suction_cup,100,
suds,104,soap
sue_sakamoto,4,
suggestive_food,111,food_fetish
suicune,5,pokemon_(species)
suid,5,suine
suine,5,mammal
suit,100,formal_wear
suit_symbol,110,symbol
suki_lane,4,
summoning,101,
summoning_circle,110,
sun,107,
sun_bear,5,ursine
sun_hat,100,hat
sunburst_(mlp),4,friendship_is_magic
sunflower,100,flower
sunflower_(pvz),5,flower_creature
sunglasses,100,eyewear
sunglasses_on_head,100,eyewear_on_head sunglasses
sunglasses_only,100,eyewear_only sunglasses
sunlight,107,light
sunny_starscout_(mlp),4,
sunrise,107,
sunscreen,100,
sunset,107,
sunset_shimmer_(eg),4,
super_crown,100,crown
superhero,111,
supernumerary_breasts,103,multi_breast
surfboard,100,
surge_the_tenrec,4,
surprise,108,
survivor_(rain_world),4,rain_world
sus_(pig),5,suid
sushi,100,food
susie_(deltarune),4,
suspenders,100,
suspension,105,
suspension_bondage,105,bondage suspension
swallow_(bird),5,oscine
swallowing,101,
swallowing_sound_effect,110,sound_effects swallowing
swamp,107,
swampert,5,pokemon_(species)
swan,5,anserinae
sweat,104,bodily_fluids
sweatband,100,athletic_wear headwear
sweatdrop,103,sweat
sweater,100,topwear
sweater_vest,100,sweater vest
sweatpants,100,pants
sweaty_anus,103,anus sweat
sweaty_armpit,103,sweat
sweaty_arms,103,sweat
sweaty_balls,103,balls sweaty_genitalia
sweaty_belly,103,sweat
sweaty_body,103,sweat
sweaty_breasts,103,breasts sweat
sweaty_butt,103,butt sweat
sweaty_face,103,sweat
sweaty_feet,103,feet sweat
sweaty_genitalia,103,genitals sweat
sweaty_legs,103,sweat
sweaty_penis,103,penis sweaty_genitalia
sweaty_thighs,103,sweaty_legs
sweetie_belle_(mlp),4,friendship_is_magic
swim_ring,100,pool_toy
swimming,101,
swimming_pool,107,
swimming_trunks,100,swimwear
swimwear,100,clothing
swimwear_aside,108,clothing_aside swimwear
swimwear_pull,101,clothing_pull swimwear
switch_dog,4,
sword,100,melee_weapon
sybil_(pseudoregalia),4,
sylveon,5,pokemon_(species)
symbareangoramon,5,digimon_(species)
symbiote,5,
symbol,110,
syngnathiform,5,fish
synth_(vader-san),5,scalie
syringe,100,medical_instrument
t'vaoan,5,kig-yar
t-shirt,100,shirt
tabaxi,5,dungeons_and_dragons felid
tabby_cat,5,domestic_cat
table,107,furniture
table_lotus_position,101,on_back sex
tadano_(aggretsuko),4,aggretsuko
tadatomo_(tas),4,
tagg,4,
tai_lung_(kung_fu_panda),4,
tail,103,
tail_accessory,103,accessory furgonomics tail
tail_anus,103,anus
tail_around_penis,103,tail_play
tail_bondage,103,bondage tail_tied
tail_bow,103,bow_ribbon tail_ribbon
tail_coil,103,tail
tail_feathers,103,feathers tail
tail_fin,103,fin tail
tail_genitals,103,genitals unusual_tail
tail_gesture,103,gesture tail
tail_grab,103,grabbing tail
tail_growth,103,growth tail
tail_heart,103,tail_gesture
tail_hug,103,hug tail
tail_in_ass,103,anal_penetration tail_insertion
tail_in_mouth,103,tail
tail_in_pussy,103,tail_insertion vaginal_penetration
tail_insertion,103,penetration tail_play
tail_jewelry,103,jewelry tail_accessory
tail_markings,103,markings tail
tail_masturbation,103,masturbation tail_play
tail_motion,103,tail
tail_mouth,103,unusual_tail
tail_piercing,103,furry-specific_piercing tail
tail_play,103,tail
tail_pull,103,tail
tail_ribbon,103,ribbons tail_accessory
tail_ring,103,ring_(jewelry) tail_jewelry
tail_sex,103,sex tail_play
tail_through_skirt,103,clothed furgonomics skirt tail
tail_tied,103,bound tail
tail_tuft,103,tail tuft
tail_under_skirt,103,clothed skirt tail
tail_wraps,103,tail wraps
tailband,100,tail_accessory
tailbutt,103,tail
tailed_beast,5,
tailed_humanoid,5,humanoid tail
tailjob,105,tail_around_penis tail_sex
tailwag,101,tail_motion
take_your_pick,108,
taking_picture,109,
tali'zorah,4,
talking_feral,101,dialogue feral
talking_to_another,101,
talking_to_prey,101,
talking_to_self,101,
talking_to_viewer,101,
tally_marks,110,
talons,103,toes
tama-tama,4,
tan_areola,103,areola
tan_background,107,simple_background
tan_balls,103,balls tan_genitals
tan_belly,103,tan_body
tan_body,103,
tan_bottomwear,100,bottomwear tan_clothing
tan_breasts,103,breasts
tan_clothing,100,clothing
tan_countershading,103,countershading tan_body
tan_ears,103,
tan_eyebrows,103,eyebrows
tan_face,103,
tan_feathers,103,feathers tan_body
tan_fur,103,fur tan_body
tan_genitals,103,genitals
tan_hair,103,hair
tan_horn,103,horn
tan_inner_ear,103,
tan_markings,103,markings
tan_nipples,103,nipples
tan_nose,103,
tan_pants,100,pants tan_bottomwear
tan_penis,103,penis tan_genitals
tan_scales,103,scales tan_body
tan_sheath,103,sheath tan_genitals
tan_skin,103,tan_body
tan_tail,103,tail
tan_topwear,100,tan_clothing topwear
tan_tuft,103,tuft
tan_vulva,103,tan_genitals vulva
tangle_the_lemur,4,
tank_(vehicle),100,vehicle
tank_top,100,shirt
tanuki,5,raccoon_dog
tanuki_humanoid,5,canine_humanoid tanuki
tany_(doneru),4,
taokaka,4,
taomon,5,digimon_(species)
tape,100,
tape_gag,105,gag tape
tapering_penis,103,penis
tarantula,5,spider
tasmanian_devil,5,dasyurid
tasque_manager,4,
tattoo,103,
tatzlpony,5,hybrid pony
taur,5,
taur_penetrated,106,penetration taur
taur_penetrating,101,penetration taur
tauren,5,bovine warcraft
tavern,107,
tawna_bandicoot,4,
tea,100,beverage
tea_cup,100,cup
teacher,111,
teacher_and_student,108,student teacher
teal_body,103,
teal_eyes,103,
teal_hair,103,hair
teapot,100,
teapot_(body_type),103,
tearing_clothing,101,torn_clothing
tears,104,bodily_fluids
tears_of_joy,104,happy tears
tears_of_pain,104,pain tears
tears_of_pleasure,104,enjoying tears
teats,103,
teba_(tloz),4,
teddy_bear,100,plushie
teemo_(lol),4,
teemo_the_yiffer,4,
teeth,103,
telekinesis,101,
television,100,electronics
tem,5,mammal
temmie_(undertale),4,
tempest_shadow_(mlp),4,friendship_is_magic
temple,107,
tennis_ball,100,ball
tenno,5,alien_humanoid
tenrec,5,mammal
tent,100,
tentacle_around_arm,105,arm_grab tentacles
tentacle_around_leg,105,leg_grab tentacles
tentacle_creature,5,tentacles
tentacle_hair,105,pseudo_hair tentacles
tentacle_in_ass,105,anal_penetration tentacle_penetration
tentacle_in_mouth,105,oral_penetration tentacle_penetration
tentacle_in_pussy,105,tentacle_penetration vaginal_penetration
tentacle_ovipositor,105,ovipositor tentacles
tentacle_penetration,105,penetration tentacles
tentacle_rape,105,rape tentacle_sex
tentacle_sex,105,sex tentacles
tentaclejob,105,penile tentacle_sex
tentacles,105,
tenting,108,
tepig,5,pokemon_(species)
terra_macro,105,macro
terraria,3,
terrier,5,hunting_dog
terriermon,5,digimon_(species)
teryx_commodore,4,
text,110,
text_box,110,
text_on_body,110,text
text_on_clothing,110,clothing text
text_on_hat,100,hat text_on_headwear
text_on_headwear,110,headwear text_on_clothing
text_on_shirt,100,shirt text_on_topwear
text_on_topwear,100,text_on_clothing topwear
text_on_underwear,100,text_on_clothing underwear
texting,101,
the_deadly_six,4,
the_elder_scrolls,3,
the_knight_(hollow_knight),4,
theropod,5,dinosaur
these_aren't_my_glasses,108,obscured_eyes
thick_arms,103,
thick_eyebrows,103,eyebrows
thick_eyelashes,103,eyelashes
thick_lips,103,lips
thick_penis,103,penis
thick_tail,103,tail
thick_thighs,103,
thigh_boots,103,boots thigh_highs
thigh_expansion,103,expansion
thigh_gap,103,
thigh_grab,103,leg_grab
thigh_highs,103,legwear
thigh_highs_only,103,thigh_highs
thigh_markings,103,leg_markings
thigh_sex,103,sex
thigh_socks,103,socks thigh_highs
thin_calves,103,
thin_eyebrows,103,
thin_legs,103,
thin_tail,103,tail
thin_thighs,103,
thinking,101,
thinking_with_portals,101,portal
thiren,5,
thomas_cat,4,
thomson's_gazelle,5,gazelle true_antelope
thong,100,underwear
thong_straps,100,straps
thorax_(mlp),4,friendship_is_magic
thorns,103,plant
thought_bubble,104,text thinking
thoughtful_expression,101,thinking
three-quarter_portrait,7,portrait
three-quarter_view,109,
three_frame_sequence,7,sequence
three_row_layout,7,base_three_layout
threesome,105,sex
throat,103,
throat_swabbing,101,irrumatio
throbbing,101,
throbbing_balls,101,balls throbbing
throbbing_penis,101,penis throbbing
