tag,category,implications
depth_of_field,108,
derived_sound_effect,110,sound_effects
derpy_hooves_(mlp),4,friendship_is_magic
desert,107,
desk,100,table
desperation,108,
dessert,100,food
destruction,101,
detachable,111,
detached_sheath,109,sheath
detached_sleeves,100,armwear
detailed,7,
detailed_anus,109,anus
detailed_background,107,detailed
detailed_bulge,109,bulge
detailed_fur,109,detailed fur
detailed_scales,109,detailed scales
devil_horns_(gesture),101,hand_gesture
dewclaw_hooves,103,hooves
dewlap_(anatomy),103,
dewott,5,pokemon_(species)
dhole,5,canine
dialga,5,pokemon_(species)
dialogue,110,
dialogue_box,110,
diamond_dog_(mlp),5,canid friendship_is_magic
diamond_tiara_(mlp),4,friendship_is_magic
diane_foxington,4,
diaper,105,
diaper_fetish,105,diaper
diaper_only,105,topless wearing_diaper
diaper_under_clothing,105,diaper
dice,100,
diddy_kong,4,
different_sound_effects,110,sound_effects
digby_(animal_crossing),4,animal_crossing
digestion,101,
digestion_noises,110,digestion onomatopoeia
digimon_(species),5,
digit_ring,100,ring_(jewelry)
digital_creature,5,
digital_drawing_(artwork),7,digital_media_(artwork)
digital_media_(artwork),7,
digital_painting_(artwork),7,digital_media_(artwork) painting_(artwork)
digitigrade,103,
dildo,100,sex_toy
dildo_in_ass,100,dildo_insertion sex_toy_in_ass
dildo_in_vagina,100,dildo_insertion sex_toy_in_vagina
dildo_insertion,100,dildo sex_toy_insertion
dildo_sitting,108,dildo
dilophosaurus,5,theropod
dingo,5,canis
dingodile,4,
dinosaur,5,reptile
diphallism,103,2_penises
diplodocid,5,sauropod
dipodomyine,5,rodent
dipstick_antennae,103,multicolored_antennae
dipstick_ears,103,ear_markings multicolored_ears
dipstick_tail,103,multicolored_tail tail_markings
dire_(fortnite),4,
dire_aircraft,5,dire_machine living_aircraft
dire_machine,5,living_machine
directional_arrow,110,
dirt,107,
dirty,103,
dirty_clothing,100,clothing dirty
dirty_diaper,105,
dirty_feet,105,dirty
dirty_talk,105,
discarded_clothing,100,clothing
discord_(mlp),4,friendship_is_magic
disembodied_hand,106,
disembodied_penis,106,male penis
disposal,105,
distracting_watermark,7,watermark
ditto_(pokemon),5,pokemon_(species)
dixie_(tfath),4,
dixie_kong,4,
dobermann,5,domestic_dog
dock_(anatomy),103,tail
doctor,111,
doctor_whooves_(mlp),4,friendship_is_magic
dog_humanoid,5,canine_humanoid domestic_dog
dog_tags,100,
dogday_(poppy_playtime),4,
doggystyle,108,from_behind_position
doll,100,
dolly_(101_dalmatians),4,
dolphin,5,toothed_whale
dolphin_shorts,100,athletic_wear shorts
domestic_cat,5,felis
domestic_dog,5,canis
domestic_ferret,5,weasel
domestic_goat,5,goat
domestic_pet,111,
domestic_pig,5,sus_(pig)
domestic_rabbit,5,oryctolagus
domestic_sheep,5,sheep
dominant,105,
dominant_anthro,106,anthro dominant
dominant_female,106,dominant female
dominant_feral,106,dominant feral
dominant_gynomorph,106,dominant_intersex gynomorph
dominant_human,106,dominant human
dominant_humanoid,106,dominant humanoid
dominant_intersex,106,dominant intersex
dominant_male,106,dominant male
dominant_pov,108,dominant first_person_view
dominant_young,106,dominant young
dominatrix,105,
don_bluth,3,
donald_duck,4,
donatello_(tmnt),4,
donkey,5,equine
donkey_kong_(character),4,
doom_slayer,4,
door,100,
door_handle,100,
doorway,107,
doraemon_(character),4,
dorsal_fin,103,fin
dorumon,5,x-digimon
dot_eyes,110,simple_eyes
dot_warner,4,
dotted_background,107,pattern_background
double_anal,105,anal_penetration double_penetration
double_chin,103,
double_dildo,100,dildo
double_handjob,105,handjob
double_penetration,101,penetration
double_v_sign,110,v_sign
double_vaginal,101,double_penetration vaginal_penetration
doughnut,100,dessert pastry
dr._eggman,4,
dr._voir,4,
draconcopode,5,apode serpentine
draconequus,5,chimera
dracthyr,5,warcraft western_dragon
draenei,5,warcraft
draft_horse,5,horse
dragon,5,mythological_scalie
dragon_(dnd),5,dungeons_and_dragons western_dragon
dragon_humanoid,5,dragon scalie_humanoid
dragon_tail,103,tail
dragon_taur,5,dragon scalie taur
dragonair,5,pokemon_(species)
dragonborn_(dnd),5,dungeons_and_dragons scalie
dragonfly,5,insect
dragonite,5,pokemon_(species)
dragonplayer_(character),4,
drawing,101,
drawing_tablet,100,electronics
dreadlocks,103,hair
dream,108,
drekir,5,theropod
dress,100,clothing
dress_lift,100,clothing_lift dress
dress_shirt,100,collared_shirt
dresser,100,furniture
drinking,101,
drinking_cum,101,cum_in_mouth drinking
drinking_glass,100,glass_cup
drinking_straw,100,
drinking_urine,105,urine_in_mouth watersports
drip_effect,104,
dripping,104,
driving,108,
drizzile,5,pokemon_(species)
dromaeosaurid,5,theropod
drone,100,
dronification,105,drone
drooling,104,saliva
drowning,108,asphyxiation
drowzee,5,pokemon_(species)
drugged,108,substance_intoxication
drugs,100,
druid,111,tribal_spellcaster
drum_bunker_dragon,4,
drunk,108,substance_intoxication
drunk_bubble,104,bubble drunk
dryad,5,humanoid
dual_holding,101,
dual_wielding,101,holding_weapon
duck,5,anatid
duct_tape,100,tape
dudley_puppy,4,
duel_monster,5,
dumbbell,100,weights
dungeon,107,
dungeons_and_dragons,3,role-playing_game
duo,106,
duo_focus,108,
dusk_lycanroc,5,lycanroc
dwarf,5,humanoid
dwarf_rabbit,5,domestic_rabbit
dying,101,
dylan_(101_dalmatians),4,
eagle,5,accipitrid
ear_blush,103,blush
ear_bow,103,bow_(feature)
ear_fins,103,fin
ear_frill,103,frill_(anatomy)
ear_grab,103,grabbing
ear_markings,103,markings
ear_penetration,103,unusual_penetration
ear_piercing,103,piercing
ear_ring,103,ear_piercing ring_(jewelry) ring_piercing
ear_tag,103,ear_piercing
ear_tuft,103,tuft
earbuds,100,electronics
ears_back,103,pivoted_ears
ears_down,103,pivoted_ears
earth,107,planet
earth_pony,5,pony
east_asian_clothing,100,asian_clothing
easter,3,holidays
easter_bunny,4,easter
easter_egg,100,easter
eastern_bluebird,5,bluebird
eastern_dragon,5,dragon
eastern_grey_squirrel,5,grey_squirrel
eating,108,
eating_feces,105,feces
eating_food,108,eating
ecaflip,5,felid
echidna,5,monotreme
echinoderm,5,marine
eda_clawthorne,4,
edging,105,
eevee,5,pokemon_(species)
egg,100,
egg_from_pussy,105,oviposition vulva
egg_insertion,105,egg object_insertion
egg_vibrator,100,vibrator
egyptian,107,
egyptian_clothing,100,clothing egyptian
egyptian_headdress,100,egyptian_clothing
egyptian_mau,5,domestic_cat
ejaculation,104,
elapid_(snake),5,snake
elbow_gloves,100,armwear gloves
elbow_tuft,103,arm_tuft
elderly,106,
elderly_anthro,106,anthro elderly
elderly_female,106,elderly female
eldritch_abomination,5,monster
electric_fan,100,
electric_guitar,100,guitar
electricity,100,
electrogenesis,103,electricity
electronics,100,
electrostimulation,105,
elemental_creature,5,
elemental_dragon,5,dragon elemental_creature
elemental_humanoid,5,elemental_creature humanoid
elemental_manipulation,101,
elephant,5,elephantid
elephantid,5,mammal
elf,5,humanoid
elh_melizee,4,
elk,5,cervine
ellipsis,110,text
elora,4,spyro_the_dragon
elza_(interspecies_reviewers),4,
emanata,110,
embarrassed,108,
emboar,5,pokemon_(species)
emelie_(cyancapsule),4,
emerald_(gem),100,gem
emo,111,alternative_fashion
emoji,110,symbol
emolga,5,pokemon_(species)
empty_eyes,103,no_irises no_pupils
encasement,105,bound
ender_dragon,5,dragon minecraft
enderman,5,minecraft
english_text,7,text
enjoying,108,
entwined_tails,103,tail_coil
equid,5,mammal
equid_taur,5,equid mammal_taur
equine,5,equid
equine_anus,103,anus
equine_dildo,100,animal_dildo
equine_genitalia,103,animal_genitalia
equine_humanoid,5,equine mammal_humanoid
equine_penis,103,animal_penis equine_genitalia
equine_taur,5,equid_taur equine
equine_vulva,103,animal_vulva equine_genitalia
erect_clitoris,103,clitoris
erect_nipples,103,nipples
erection,108,
erection_under_clothing,108,clothing erection
ero_(erobos),4,
esix,4,mascot
espeon,5,pokemon_(species)
espio_the_chameleon,4,
espurr,5,pokemon_(species)
eti_(utopianvee),4,
eulipotyphlan,5,mammal
eurasian_red_squirrel,5,tree_squirrel
european_hedgehog,5,hedgehog
european_rabbit,5,oryctolagus
everest_(paw_patrol),4,
excessive_cum,104,cum excessive_genital_fluids
excessive_feces,104,feces
excessive_genital_fluids,104,genital_fluids
excessive_precum,104,excessive_genital_fluids precum
excessive_pussy_juice,104,excessive_genital_fluids vaginal_fluids
exclamation_point,110,
exercise,108,
exhibitionism,105,
exoskeleton,103,
expansion,101,
experiment_(lilo_and_stitch),5,alien
explicit,7,
explicitly_stated_nonconsent,105,
explosion,101,
explosives,100,
exposed,108,
exposed_breasts,108,breasts
exposed_endoskeleton,108,
exposure_variation,111,
extended_arm,108,
extended_sound_effect,110,sound_effect_variant
extreme_french_kiss,101,french_kissing
extreme_penetration,101,penetration
extreme_size_difference,105,size_difference
exveemon,5,digimon_(species)
eye_contact,103,looking_at_another
eye_markings,103,markings
eye_patch,103,eyewear
eye_roll,103,
eye_scar,103,facial_scar
eye_through_hair,103,translucent_hair
eyebrow_piercing,100,facial_piercing jewelry
eyebrow_ring,100,eyebrow_piercing ring_(jewelry) ring_piercing
eyebrow_through_hair,109,eyebrows translucent_hair
eyebrows,103,
eyelashes,103,
eyelashes_through_hair,109,eyelashes translucent_hair
eyeless,103,
eyeliner,100,makeup
eyemask,100,eyewear
eyes_closed,103,
eyeshadow,100,makeup
eyewear,100,
eyewear_on_head,100,eyewear
eyewear_only,100,eyewear nude
face_fucking,103,irrumatio
face_imprint,103,imprint
face_in_ass,103,
face_in_breasts,103,breasts
face_lick,101,licking
face_mask,100,
face_mounting,103,from_front_position
face_paint,100,bodypaint
faceless_ambiguous,106,ambiguous_gender faceless_character
faceless_anthro,106,anthro faceless_character
faceless_character,106,
faceless_female,106,faceless_character female
faceless_human,106,faceless_character human
faceless_male,106,faceless_character male
facesitting,105,sitting_on_another
facial_hair,103,
facial_horn,103,horn
facial_markings,103,head_markings
facial_piercing,100,piercing
facial_scar,103,scar
facial_spikes,103,spikes_(anatomy)
facial_tattoo,103,tattoo
facial_tuft,103,tuft
fairy,5,
fake_ears,100,
fake_horns,103,
fake_rabbit_ears,101,fake_ears
fake_tail,100,
fakemon,5,
falco_lombardi,4,
falcon,5,bird
fallen_angel,5,angel
fallopian_tubes,103,
family,106,
fang_(gvh),4,
fang_the_weavile,4,
fangs,103,teeth
fantasizing,101,
fantasy,107,
farm,107,
fart,105,
fart_cloud,105,fart
fart_fetish,105,fart
farting_on_another,105,fart
farting_on_face,105,fart
fat_arms,103,
fat_rolls,103,
fatal_vore,105,vore
faun,5,humanoid
faun_(spyro),5,deer spyro_the_dragon
fay_(star_fox),4,
feather_duster,100,cleaning_tool
feather_hair,103,feathers pseudo_hair
feather_hands,103,feathers
feather_in_hair,100,hair hair_accessory loose_feather
feather_tuft,103,feathers tuft
feathered_arms,103,feathers
feathered_crest,103,feathers head_crest
feathered_dinosaur,5,dinosaur feathered_scalie
feathered_dragon,5,dragon feathered_scalie
feathered_scalie,5,feathers scalie
feathered_tail,103,feathers tail
feathered_wings,103,feathers wings
feathering,103,fur
feathers,103,
featureless_breasts,103,breasts
featureless_chest,103,
featureless_crotch,103,
featureless_face,103,
featureless_feet,103,feet
feces,105,
feces_pile,105,feces
fedora,100,hat
feeding,101,
feet,103,
feet_first,103,
feet_together,103,feet
feet_up,103,feet
felching,105,cum
felicia_(darkstalkers),4,
felid,5,mammal
felid_humanoid,5,felid mammal_humanoid
felid_taur,5,felid mammal_taur
feline,5,felid
feline_demon,5,demon feline
feline_genitalia,103,animal_genitalia
feline_humanoid,5,felid_humanoid feline
feline_penis,103,animal_penis feline_genitalia
feline_pussy,103,animal_vulva feline_genitalia
felineko,5,felid
felis,5,feline
felkin,5,mammal
fellatio,105,oral penile sex
felyne,5,feline
female,106,
female/ambiguous,106,ambiguous_gender female
female/female,106,female
female_(lore),8,
female_anthro,106,anthro female
female_death,106,death female
female_draconcopode,106,draconcopode female
female_feral,106,female feral
female_focus,108,female
female_human,106,female human
female_humanoid,106,female humanoid
female_on_anthro,106,anthro female
female_on_bottom,106,female on_bottom
female_on_feral,106,female feral
female_on_human,106,female human
female_on_humanoid,106,female humanoid
female_on_top,106,female on_top
female_peeing,106,female peeing
female_penetrated,106,female penetration
female_penetrating,106,female penetration
female_penetrating_anthro,106,anthro_penetrated female_on_anthro female_penetrating
female_penetrating_female,106,female/female female_penetrated female_penetrating sex
female_penetrating_male,106,female_penetrating male/female male_penetrated sex
female_pov,106,female first_person_view
female_pred,106,female
female_prey,106,female
female_raped,106,female
female_rimmed,106,female
female_rimming,106,female rimming
female_rimming_anthro,106,female_on_anthro female_rimming
female_rimming_male,106,female_rimming male/female male_rimmed
female_symbol,106,gender_symbol
female_taur,106,female taur
femboy,106,
feminization,105,
fenavi_montaro,4,
fence,100,
fennec_fox,5,true_fox
fennekin,5,pokemon_(species)
fenneko,4,aggretsuko
fennix_(fortnite),4,
feral,106,
feral_focus,108,feral
feral_on_bottom,106,feral on_bottom
feral_on_feral,106,feral
feral_on_top,106,feral on_top
feral_penetrated,106,feral penetration
feral_penetrating,106,feral penetration
feral_penetrating_anthro,106,anthro_on_feral anthro_penetrated feral_penetrating sex
feral_penetrating_female,106,female_on_feral female_penetrated feral_penetrating
feral_penetrating_feral,106,feral_on_feral feral_penetrated feral_penetrating sex
feral_penetrating_human,106,feral_penetrating human_on_feral human_penetrated sex
feral_penetrating_humanoid,106,feral_penetrating humanoid_on_feral humanoid_penetrated sex
feral_penetrating_male,106,feral_penetrating male_on_feral male_penetrated
feral_pred,106,feral
feral_prey,106,feral
feral_rimmed,105,feral
feraligatr,5,pokemon_(species)
feralized,111,feral
fetal_movement,101,
fetlocks,103,
fexa_(cryptiacurves),4,
ffm,106,male/female
ffm_threesome,105,ffm threesome
fidget_(elysian_tail),4,
field,107,
fifi_la_fume,4,
fight,108,
fighting_ring,100,
filled_condom,100,condom
fin,103,
fin_piercing,100,fin furry-specific_piercing
finch,5,oscine
finger_claws,103,claws fingers
finger_in_mouth,108,fingers
finger_lick,101,finger_play licking
finger_play,101,fingers
finger_ring,100,digit_ring fingers
fingering,101,
fingering_partner,101,fingering sex
fingering_self,101,fingering masturbation
fingerless_(marking),103,
fingerless_gloves,100,gloves
fingernails,103,fingers nails
fingers,103,
fink_(ok_k.o.!_lbh),4,
finn_the_human,4,
finnick_(zootopia),4,zootopia
fiona_fox,4,
fionna_the_human,4,
fire,104,
fire_breathing,101,breath_powers fire_manipulation
fire_creature,5,elemental_creature fire
fire_manipulation,101,elemental_manipulation fire
firebrand,4,
firecat,4,
firefly,5,beetle
fireplace,107,
fireworks,100,
firondraak,4,
first_person_view,109,
fish,5,marine
fish_hooking,101,
fish_humanoid,5,fish marine_humanoid
fish_tail,103,marine tail
fishing,101,
fishing_rod,100,
fishnet_armwear,100,armwear fishnet_clothing
fishnet_clothing,100,clothing
fishnet_leggings,100,fishnet_legwear leggings
fishnet_legwear,100,fishnet_clothing legwear
fishnet_thigh_highs,100,fishnet_legwear thigh_highs
fishnet_topwear,100,fishnet_clothing topwear
fist,111,
fisting,105,penetration
fitting_room,107,
five_nights_at_freddy's,3,
fixed_toy,105,sex_toy
fizz_(lol),4,
flaaffy,5,pokemon_(species)
flaccid,103,penis
flag,100,
flag_(object),100,flag
flag_bikini,100,bikini flag_print
flag_print,100,flag
flaky_(htf),4,
flamedramon,5,digimon_(species)
flaming_hair,103,fire hair pseudo_hair
flaming_mane,103,flaming_hair mane pseudo_mane
flaming_tail,103,fire tail
flamingo,5,bird
flared_penis,103,penis
flareon,5,pokemon_(species)
flash_emanata,110,emanata
flash_sentry_(mlp),4,friendship_is_magic
flashing,101,
flashing_breasts,101,flashing
flashlight,100,
flat_chested,103,
flat_colors,7,
flemish_giant,5,domestic_rabbit
flesh,111,
flesh_creature,5,flesh
flesh_structure,107,flesh
flesh_tunnel,100,flesh_structure
flesh_whiskers,100,barbel_(anatomy)
fleshlight_position,101,
fleur_de_lis_(mlp),4,friendship_is_magic
flexible,111,
flexing,101,
flexing_bicep,101,flexing
flick_(animal_crossing),4,animal_crossing
flip_flops,100,sandals
flippers,103,
flippy_(htf),4,
floating,111,
floating_hands,106,
floatzel,5,pokemon_(species)
floor,107,
floppy_ears,103,
flora_(twokinds),4,
flora_fauna,5,elemental_creature plant
floragato,5,pokemon_(species)
floral,107,
floral_pattern,111,floral
floral_print,110,floral_pattern
florges,5,pokemon_(species)
flower,100,plant
flower_(anatomy),103,
flower_accessory,100,flower
flower_creature,5,flora_fauna flower
flower_crown,100,flower
flower_humanoid,5,flower_creature plant_humanoid
flower_in_hair,100,flower_accessory hair hair_accessory
flower_necklace,100,flower
flower_on_head,100,flower
flowey_the_flower,4,
fluffy,103,
fluffy_chest,103,fluffy
fluffy_ears,103,
fluffy_pony_(species),5,mammal
fluffy_tail,103,fluffy tail
flukes,103,tail_fin
flurry_heart_(mlp),4,friendship_is_magic
flutterbat_(mlp),4,fluttershy_(mlp)
fluttershy_(mlp),4,friendship_is_magic
fly_(animal),5,insect
flygon,5,pokemon_(species)
flying,101,
flying_fox,5,megabat
flying_squirrel,5,sciurid
flying_sweatdrops,104,sweatdrop
fog,107,
folded_wings,103,wings
fondling,101,
foo_dog,5,mammal mythological_creature
food,100,
food_creature,5,food
food_fetish,105,food
food_humanoid,5,food_creature humanoid
food_in_mouth,108,food
food_insertion,105,food_play improvised_sex_toy
food_play,105,food_fetish
fool's_hat,100,hat
foot_blush,101,body_blush
foot_fetish,105,feet
foot_focus,105,feet
foot_grab,101,feet grabbing
foot_in_mouth,105,
foot_lick,101,foot_play licking
foot_on_balls,105,balls feet
foot_on_face,105,feet
foot_on_head,108,feet
foot_on_penis,105,foot_play penis
foot_on_table,108,feet table
foot_play,105,foot_fetish
foot_sniffing,105,foot_fetish sniffing
foot_wraps,100,feet wraps
footjob,105,foot_play sex
footprint,107,
footwear,100,clothing
footwear_only,100,footwear mostly_nude
for_a_head,111,
force_feeding,105,feeding forced
forced,108,
forced_anal,105,anal forced
forced_exposure,105,assisted_exposure forced
forced_oral,101,forced oral sex
forced_orgasm,105,forced orgasm
forced_partners,108,forced
forced_transformation,105,forced transformation
forearm_muscles,103,
forehead_gem,103,gem
forehead_markings,103,facial_markings
foreshortening,109,
foreskin,103,penis
foreskin_play,105,foreskin
foreskin_pull,105,foreskin_play
forest,107,nature_background tree
fork,100,cutlery
forked_tail,103,unusual_tail
forked_tongue,103,tongue
formal_wear,100,clothing
fossa,5,mammal
four_frame_sequence,7,sequence
foursome,106,group_sex
fox,5,canine
fox_humanoid,5,canine_humanoid fox
fox_mccloud,4,
fox_spirit,5,mythological_canine
fox_tail,103,tail
fox_taur,5,canine_taur fox
foxy_(fnaf),4,five_nights_at_freddy's
freckled_breasts,103,breasts freckles
freckled_butt,103,butt freckles
freckled_face,103,freckles
freckled_shoulders,103,freckles
freckled_thighs,103,freckles
freckles,103,
freddy_(fnaf),4,five_nights_at_freddy's
free_use,105,
french_kissing,101,kissing
frenni_(cryptiacurves),4,
frenum_ladder,103,frenum_piercing ladder_piercing
frenum_piercing,100,penis_piercing
freya_crescent,4,
fridge,100,kitchen_appliance
friendship_is_magic,3,
frieren,4,
fries,100,food
frill_(anatomy),103,
frilly,100,
frilly_bra,100,bra frilly_underwear
frilly_clothing,100,clothing frilly
frilly_panties,100,frilly_underwear panties
frilly_underwear,100,frilly_clothing underwear
frisk_(undertale),4,
froakie,5,pokemon_(species)
frog,5,amphibian
frog_humanoid,5,amphibian_humanoid frog
frogtied,105,legs_tied
from_behind_position,101,sex
from_front_position,101,sex
front_view,109,
froslass,5,pokemon_(species)
frottage,105,penises_touching sex
frown,101,
fruit,100,food plant
fruit_humanoid,5,food_humanoid living_fruit plant_humanoid
fruit_tree,107,tree
frye_(splatoon),4,
ftg_crossgender,106,fti_crossgender gynomorph
fti_crossgender,106,intersex
ftm_crossgender,106,male
fucked_silly,108,
fucking_machine,101,machine
full-length_portrait,7,portrait
full_moon,107,moon
full_nelson,108,
fully_bound,105,bound
fully_clothed,108,clothed
fully_clothed_anthro,101,clothed_anthro fully_clothed
fully_clothed_female,106,clothed_female fully_clothed
fully_clothed_male,106,clothed_male fully_clothed
fully_inside,108,
fully_sheathed,108,sheath
fully_submerged,108,
fundoshi,100,japanese_clothing underwear
fungi_fauna,5,elemental_creature fungus
fungus,100,
funtime_foxy_(fnaf),4,five_nights_at_freddy's
fur,103,
fur_growth,103,fur growth
fur_markings,103,fur markings
fur_trim_(clothing),100,
fur_tuft,103,fur tuft
furfrou,5,pokemon_(species)
furgonomic_headwear,100,furgonomics headwear
furgonomics,111,
furniture,100,
furred_dragon,5,dragon furred_scalie
furred_kobold,5,furred_scalie kobold
furred_scalie,5,fur scalie
furred_shark,5,fur shark
furret,5,pokemon_(species)
furrification,108,
furrowed_brow,103,
furry-specific_piercing,100,furgonomics jewelry piercing
fursuit,100,costume
fury_(httyd),5,dragon
fused_shadow,100,headwear
fusion,103,
futuristic,107,
fuzzy,103,
gabby_(mlp),4,friendship_is_magic
gabumon,5,digimon_(species)
gadget_hackwrench,4,
gag,105,
gagged,105,gag
galarian_form,5,pokemon_(species)
galarian_ponyta,5,galarian_form
gallade,5,pokemon_(species)
gallus_(mlp),4,friendship_is_magic
game_console,100,electronics
game_controller,100,controller
game_over,110,gameplay_mechanics
gameplay_mechanics,110,
gaming,101,
gammamon,5,digimon_(species)
gangbang,106,group_sex
ganglie_(tas),4,
ganondorf,4,
gantu,4,
gaomon,5,digimon_(species)
gaping,105,
gaping_anus,105,anus gaping
gaping_mouth,105,open_mouth
gaping_vagina,105,gaping vulva
garchomp,5,pokemon_(species)
garden,107,
gardevoir,5,pokemon_(species)
garfield_the_cat,4,
gargomon,5,digimon_(species)
gargoyle,5,mythological_creature
garland,100,flower
garrus_vakarian,4,
garter,100,accessory
garter_belt,100,garter_straps
garter_straps,100,straps
gas,105,
gas_mask,100,mask
gassy,105,
gastly,5,pokemon_(species)
gastropod,5,mollusk
gatomon,5,digimon_(species)
gauged_ear,103,ear_piercing
gauntlets,100,armor gloves
gawr_gura,4,vtuber
gazelle,5,antelope
gazelle_(zootopia),4,zootopia
gazimon,5,digimon_(species)
gear_(foxgear),4,
gecko,5,lizard
gem,100,
gem_(species),5,
gemma_polson,4,
gender_symbol,110,symbol
gender_transformation,105,transformation
genet,5,viverrid
gengar,5,pokemon_(species)
genie,5,
genital_expansion,105,expansion genitals
genital_fluids,104,bodily_fluids
genital_focus,108,genitals
genital_growth,105,growth
genital_mutilation,105,genital_torture mutilation
genital_outline,110,
genital_piercing,100,genitals jewelry piercing
genital_shot,108,genital_focus
genital_slit,103,animal_genitalia
genital_torture,105,
genital_worship,105,body_worship
genitals,103,
gentle_femdom,105,dominant_female
german_shepherd,5,herding_dog
gerudo,5,
gervic_(vju79),4,
gesture,108,
ghost,5,spirit
ghost_hand,106,disembodied_hand
giant_pacific_octopus,5,octopus
giant_panda,5,bear
gideon_grey,4,zootopia
gift,100,
gift_box,100,box
gift_wrapped,108,
giga,105,macro
gigantamax_pokemon,5,pokemon_(species)
gilda_(mlp),4,friendship_is_magic
gills,103,
gimp_suit,105,bdsm_gear
girafarig,5,pokemon_(species)
giraffe,5,giraffid
giraffid,5,mammal
giratina,5,pokemon_(species)
glaceon,5,pokemon_(species)
glameow,5,pokemon_(species)
glamfur,111,
glamrock_chica,4,five_nights_at_freddy's
glamrock_freddy,4,five_nights_at_freddy's
glans,103,penis
glass,100,
glass_container,100,container glass
glass_cup,100,cup glass_container
glasses,100,eyewear
glasses_only,100,eyewear_only wearing_glasses
glistening,104,
glistening_areola,104,areola glistening
glistening_arms,104,glistening
glistening_balls,104,balls glistening_genitalia
glistening_belly,104,glistening_body
glistening_body,104,glistening
glistening_breasts,104,breasts glistening
glistening_butt,104,butt glistening
glistening_clothing,104,clothing glistening
glistening_eyelids,104,glistening
glistening_eyes,104,glistening
glistening_fur,104,fur glistening_body
glistening_genitalia,104,genitals glistening
glistening_glans,104,glans glistening_penis
glistening_legs,104,glistening
glistening_pawpads,104,glistening pawpads
glistening_penis,104,glistening_genitalia penis
glistening_pussy,104,glistening_genitalia vulva
glistening_skin,104,glistening_body
glistening_tail,104,glistening tail
glistening_thighs,104,glistening
glistening_tongue,104,glistening tongue
glitchtrap,4,
gloria_(madagascar),4,
gloria_(pokemon),4,
glorp,110,
glory_hole,105,
gloves,100,handwear
gloves_(marking),100,markings
gloves_only,100,gloves mostly_nude
glowing,103,
glowing_body,103,glowing
glowing_cum,104,glowing unusual_cum
glowing_eyes,103,glowing
glowing_genitalia,103,genitals glowing
glowing_horn,103,glowing horn
glowing_markings,103,glowing markings
glowing_nipples,103,glowing nipples
glowing_penis,103,glowing_genitalia penis
glowing_pussy,103,glowing_genitalia vulva
glowing_tongue,103,glowing tongue
glowstick,100,
gnar_(lol),4,
gnoll,5,hyena
gnome,5,humanoid
goat,5,caprine
goat_demon,5,caprine_demon goat
goat_humanoid,5,caprine_humanoid goat
goat_lucifer_(helltaker),4,
goatee,103,facial_hair
goblin,5,humanoid
godzilla,4,
goemon_(tas),4,
goggles,100,eyewear
goggles_on_head,100,eyewear_on_head goggles
goku,4,
gold_(metal),100,
gold_bikini,100,bikini
gold_bracelet,100,bracelet gold_jewelry
gold_chain,100,chain gold_(metal)
gold_chastity_cage,105,chastity_cage gold_(metal)
gold_coin,100,coin gold_(metal)
gold_jewelry,100,gold_(metal) jewelry
gold_necklace,100,gold_jewelry necklace
gold_ring,100,ring
gold_tooth,103,gold_(metal)
golden_eagle,5,eagle
golden_freddy_(fnaf),4,five_nights_at_freddy's
golden_retriever,5,retriever
golden_shower,105,watersports
goldfish,5,cyprinid
gomamon,5,digimon_(species)
goo-connected_lips,104,
goo_creature,5,
goo_dragon,5,goo_creature
goo_drip,104,
goo_humanoid,5,goo_creature humanoid
goo_transformation,104,transformation
good_boy,105,
good_girl,105,
goodra,5,pokemon_(species)
goofy_(disney),4,
goomba,5,waddling_head
goon_(goonie_san),4,
goose,5,anserinae
gore,105,
gore_focus,105,gore
gorgon,5,
gorilla,5,ape
goth,111,alternative_fashion
gothitelle,5,pokemon_(species)
gouhin_(beastars),4,
gourgeist,5,pokemon_(species)
grabbing,101,
grabbing_both_thighs,101,thigh_grab
grabbing_from_behind,101,grabbing
grabbing_sheets,101,bed_sheet grabbing
gradient_background,107,simple_background
gradient_hair,102,hair
gradient_penis,102,penis
graffiti,110,
grandfathered_content,7,
grape,100,fruit
graphite_(artwork),7,traditional_media_(artwork)
grass,107,plant
great_dane,5,mastiff
great_white_shark,5,white_shark
greaves,100,armor
green_anus,102,anus
green_areola,102,areola
green_background,107,simple_background
green_balls,102,balls green_genitals
green_body,102,
green_bottomwear,100,bottomwear green_clothing
green_claws,102,claws
green_clothing,100,clothing
green_dress,100,dress green_clothing
green_ears,102,
green_eyes,102,
green_eyeshadow,100,eyeshadow green_makeup
green_feathers,102,feathers green_body
green_footwear,100,footwear green_clothing
green_fox_(foxes_in_love),4,
green_fur,102,fur green_body
green_genitals,102,genitals
green_glans,102,glans
green_hair,102,hair
green_hat,100,green_headwear hat
green_headwear,100,green_clothing headwear
green_highlights,100,highlights_(coloring)
green_horn,102,horn
green_inner_ear,102,
green_jacket,100,green_topwear jacket
green_legwear,100,green_clothing legwear
green_lips,102,lips
green_makeup,100,makeup
green_markings,102,markings
green_nails,102,colored_nails
green_nipples,102,nipples
green_nose,102,
green_panties,100,green_underwear panties
green_pants,100,green_bottomwear pants
green_pawpads,102,pawpads
green_penis,102,green_genitals penis
green_pupils,102,
green_scales,102,green_body scales
green_sclera,102,
green_shirt,100,green_topwear shirt
green_shorts,100,green_bottomwear shorts
green_skin,102,green_body
green_stripes,102,stripes
